name	pronounciation	pronounciationAm	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl	viewTime	viewInterval	easiness	TotalViewed	StartTime
deception	[dɪ'sepʃn]		7161	 reception exception inception perception conception decoration	Deception is a trick or scheme used to get what you want, like the deception you used to get your sister to agree to do all your chores for a month.					0	-2147483648	-2147483648	-2147483648	0
pricing	['praɪsɪŋ]		7162	 printing						0	-2147483648	-2147483648	-2147483648	0
buzz	[bʌz]		7163		A buzz is a vibrating sound, like the sound a bee makes. Your dog might get nervous in your yard when she hears the buzz of insects.					0	-2147483648	-2147483648	-2147483648	0
reinvent	[ˌriːɪn'vent]		7164	 invent						0	-2147483648	-2147483648	-2147483648	0
scanner	['skænə(r)]		7165	 manner scatter planner banner						0	-2147483648	-2147483648	-2147483648	0
fines	['faɪnz]		7166	 fine						0	-2147483648	-2147483648	-2147483648	0
classless			7166							0	-2147483648	-2147483648	-2147483648	0
expanse	[ɪk'spæns]		7167	 expense expansive expand expose	An expanse is a huge area you can look at all at once. If you climb to the top of a mountain, suggest that your fellow climbers take time to admire the expanse of trees below.					0	-2147483648	-2147483648	-2147483648	0
gourmet	['ɡʊəmeɪ]		7168		That guy over there correctly identifying the dozen spices used in the meal he's eating? He’s likely a gourmet, someone who knows a lot about fine food.					0	-2147483648	-2147483648	-2147483648	0
clump	[klʌmp]		7169	 lump slump clamp plump	"A clump is a ""bunch"" or a ""cluster."" If you're a gardener, the last thing you want to see is a clump of weeds growing in the middle of your newly groomed lawn."					0	-2147483648	-2147483648	-2147483648	0
socket	['sɒkɪt]		7170	 pocket rocket						0	-2147483648	-2147483648	-2147483648	0
boxer	['bɒksə(r)]		7171	 bower						0	-2147483648	-2147483648	-2147483648	0
aquatic	[ə'kwætɪk]		7172		If it has to do with water, it's aquatic. If you prefer your volleyball net in a pool, it sounds like you're into aquatic sports.					0	-2147483648	-2147483648	-2147483648	0
cycling	['saɪklɪŋ]		7173	 recycling ceiling cling calling cyclist	When you ride a bicycle, you are cycling. Sometimes, though less often, it also is used to refer to motorcycle riding.					0	-2147483648	-2147483648	-2147483648	0
famine	['fæmɪn]		7174	 examine fanzine	"A famine is a severe shortage of food, but not the ""I forgot to go to the grocery store and there's nothing to eat in the house"" type of shortage. A famine is usually caused by crop failure or disaster."					0	-2147483648	-2147483648	-2147483648	0
disappoint	[ˌdɪsə'pɔɪnt]		7175	 disappointed disappointing disappointment appoint	When you fail to meet people's expectations, you disappoint them. You can also disappoint yourself or find that things let you down, like a rainy trip to the beach that disappoints you.					0	-2147483648	-2147483648	-2147483648	0
eerie	['ɪəri]		7176		Eerie means spooky, creepy or suggestively supernatural. If it's eerie, it's sure to make the hair on the back of your neck stand up.					0	-2147483648	-2147483648	-2147483648	0
clematis			7176							0	-2147483648	-2147483648	-2147483648	0
directory	[də'rektəri]		7177	 director directly directorate						0	-2147483648	-2147483648	-2147483648	0
arrogance	['ærəɡəns]		7178	 arrogant	Arrogance is proud's meaner cousin. It suggests a selfishness and blindness to others. If you think your tennis game is so good that you don't practice, your arrogance might cause you a loss to a newer player.					0	-2147483648	-2147483648	-2147483648	0
subdivision	[ˌsʌbdɪ'vɪʒn]		7179	 division supervision						0	-2147483648	-2147483648	-2147483648	0
liaison	[li'eɪzn]		7180		Employ the French-sounding word liaison to refer to a relationship, a link between people or groups who aids communication.					0	-2147483648	-2147483648	-2147483648	0
cassette	[kə'set]		7181		A cassette is an audiotape, for recording or listening to sound. Before CDs were invented in the 1980s, many people bought their favorite music albums on cassettes.					0	-2147483648	-2147483648	-2147483648	0
dwelling	['dwelɪŋ]		7182	 swelling selling spelling telling	A dwelling is a home — where someone lives. Houses, apartments, and condos are all dwellings.					0	-2147483648	-2147483648	-2147483648	0
colon	['kəʊlən]		7183	 colony color colonel	In punctuation, a colon is the mark made by stacking two periods (:). The colon can be used to separate the hour and minutes in time (7:30 a.m.) or to introduce a list or a quotation.					0	-2147483648	-2147483648	-2147483648	0
lighter	['laɪtə(r)]		7184	 fighter lighten laughter light lightly litter						0	-2147483648	-2147483648	-2147483648	0
carving	['kɑːvɪŋ]		7185	 caring starving serving camping casting calling						0	-2147483648	-2147483648	-2147483648	0
algorithm	['ælɡərɪðəm]		7186		Whether you are doing simple multiplication or a complicated calculus problem, you must use a predetermined set of rules, called an algorithm, to solve it. An algorithm includes a finite number of steps to solve any given problem.					0	-2147483648	-2147483648	-2147483648	0
Dominican	[də'mɪnɪkən]		7187							0	-2147483648	-2147483648	-2147483648	0
clipped			7187	 chopped						0	-2147483648	-2147483648	-2147483648	0
harden	['hɑːdn]		7188	 garden warden						0	-2147483648	-2147483648	-2147483648	0
decidedly	[dɪ'saɪdɪdli]		7189		Something described as being decidedly a certain way is absolutely that way, with no hint of doubt. If a character in a movie is decidedly evil, there's no question in your mind about it, it's so clearly true.					0	-2147483648	-2147483648	-2147483648	0
hinder	['hɪndə(r)]		7190		The verb hinder means to block or put something in the way of, so if you’re in a high-speed car chase with the police, they might put up a blockade to hinder your progress.					0	-2147483648	-2147483648	-2147483648	0
evacuation	[ɪˌvækju'eɪʃn]		7191	 evaluation equation evacuate	An evacuation happens when people are removed from or leave a dangerous place. An approaching hurricane sometimes results in the evacuation of islands and coastal towns.					0	-2147483648	-2147483648	-2147483648	0
Turk	[tɜːk]		7192	 turn tuck turf lurk						0	-2147483648	-2147483648	-2147483648	0
clobber			7192	 closer climber robber						0	-2147483648	-2147483648	-2147483648	0
frank	[fræŋk]		7193	 rank franc flank crank frankly	To be frank is to be honest. Also, it's a hot dog. Eating a frank at the ballpark is, to be frank, an all-American experience.					0	-2147483648	-2147483648	-2147483648	0
burner	['bɜːnə(r)]		7194	 burger						0	-2147483648	-2147483648	-2147483648	0
clamp	[klæmp]		7195	 camp lamp clap champ clump clasp clam	A clamp is a tool that's used to secure two things tightly together. When you repair a chair, it's best to use a clamp to hold the glued pieces together firmly.					0	-2147483648	-2147483648	-2147483648	0
patiently	['peɪʃntli]		7196	 patient						0	-2147483648	-2147483648	-2147483648	0
armored	['ɑːməd]		7197	 armoured armed armor						0	-2147483648	-2147483648	-2147483648	0
sage	[seɪdʒ]		7198	 stage usage same age page save safe sale wage sake rage cage saga sag sane	Use the word sage for someone or something wise and judicious. Thanks to the sage advice of your friend, you didn't write your teacher an angry e-mail!					0	-2147483648	-2147483648	-2147483648	0
trooper	['truːpə(r)]		7199	 troop						0	-2147483648	-2147483648	-2147483648	0
hack	[hæk]		7200	 shack back lack pack rack sack heck hawk jack tack hark	To hack is to cut or chop something with short strong blows, like if you hack your way through a thick jungle with a machete. To hack is also to illegally break into someone’s computer.					0	-2147483648	-2147483648	-2147483648	0
clothed			7200	 clothes cloth closed						0	-2147483648	-2147483648	-2147483648	0
irrational	[ɪ'ræʃənl]		7201	 rational operational national vocational	If you're a straight-A student and still you worry about failing all of your classes, you're being irrational. Your fears are not based on fact and not likely to come true.					0	-2147483648	-2147483648	-2147483648	0
pristine	['prɪstiːn]		7202		If something is pristine it's immaculately clean or has never been used. So please check your shoes before walking on a pristine white carpet.					0	-2147483648	-2147483648	-2147483648	0
paperback	['peɪpəbæk]		7203							0	-2147483648	-2147483648	-2147483648	0
boutique	[buː'tiːk]		7204		A boutique is a small shop, especially one that sells women's clothes and jewelry. If you like to shop, you probably love going to all the little boutiques downtown.					0	-2147483648	-2147483648	-2147483648	0
abnormal	[æb'nɔːml]		7205	 normal	If you get a snowstorm in the middle of July, you could say that you are experiencing “abnormal weather.” Something that is abnormal is out of the ordinary, or not typical.					0	-2147483648	-2147483648	-2147483648	0
diver	['daɪvə(r)]		7206	 drive driver divert river liver dive diner fiver deliver diverse						0	-2147483648	-2147483648	-2147483648	0
creditor	['kredɪtə(r)]		7207	 director credit editor creator	If Joe loans you two dollars so you can buy a cup of coffee, Joe is your creditor — you owe him two dollars and a big thank you!					0	-2147483648	-2147483648	-2147483648	0
navigation	[ˌnævɪ'ɡeɪʃn]		7208	 obligation litigation navigate irrigation	Navigation is all about figuring out how to get somewhere. If you are lost, hopefully your cell phone can act as a navigation device.					0	-2147483648	-2147483648	-2147483648	0
clustered			7208	 cluster						0	-2147483648	-2147483648	-2147483648	0
plaster	['plɑːstə(r)]		7209	 platter player plastic master poster planner faster Easter coaster						0	-2147483648	-2147483648	-2147483648	0
redemption	[rɪ'dempʃn]		7210	 reduction reception exemption	Redemption is the buying back of something. You might try for redemption by attempting to buy back a bike you sold, or you might attempt to buy back your soul after you steal someone else’s bike.					0	-2147483648	-2147483648	-2147483648	0
alpine	['ælpaɪn]		7211		"Use the word alpine to describe something that reminds you of high mountains. You could describe the distant clouds in the sky over the plains as ""vaguely alpine."""					0	-2147483648	-2147483648	-2147483648	0
coastguard			7211							0	-2147483648	-2147483648	-2147483648	0
prosper	['prɒspə(r)]		7212	 proper prospect prosperity prosperous	As any fan of Star Trek knows, “live long and prosper” is good advice. The verb prosper means to do well, to succeed, or thrive.					0	-2147483648	-2147483648	-2147483648	0
improper	[ɪm'prɒpə(r)]		7213	 proper	Improper words and actions are inappropriate. They're not suited to the occasion or done in polite company. They’re just not proper!					0	-2147483648	-2147483648	-2147483648	0
bamboo	[ˌbæm'buː]		7214		Bamboo is a woody plant with a hollow stem that's in the grass family. When bamboo is harvested and processed, it can be used to make things like flooring, paper, and chopsticks.					0	-2147483648	-2147483648	-2147483648	0
plasma	['plæzmə]		7215		Plasma is the colorless liquid part of blood. Plasma holds blood cells but is not made from them.					0	-2147483648	-2147483648	-2147483648	0
cob			7215	 comb						0	-2147483648	-2147483648	-2147483648	0
tread	[tred]		7216	 trade thread read treat trend bread dread	When you tread on the earth, you walk on it. The next time your pal thinks you have it too easy, you might ask him, “Why don’t you tread in my shoes for a day?”					0	-2147483648	-2147483648	-2147483648	0
